AreaID,Year,FG_num,FG_name,mean_density,n_strata_contributing,n_samples_total
1,1996,27,Anglerfish,0.150587583113065,4,33
1,1996,73,Other commercial decapods,0.00691190124846004,2,25
1,1996,29,European hake juv.,0.182785228430254,4,33
1,1996,64,Bivalves,0.00712269229171319,3,10
1,1996,50,Red mullet,0.0160456380610867,3,10
1,1996,51,Surmullet,0.0431432733157255,4,33
1,1996,60,Coastal benthic cephalopods,0.121126166724917,3,10
1,1996,46,No commercial medium demersal fish,0.0647542609005012,3,30
1,1996,34,Common pandora,0.0028390441016507,2,7
1,1996,77,Sea cucumbers,0.00885840618507574,4,33
1,1996,58,Rays and skates,0.00523013498319403,1,2
1,1996,16,Mackerels,0.0501744251793741,2,7
1,1996,40,Scorpaenidae+,0.190162688799974,4,33
1,1996,55,Small-spotted catshark,0.0278960512183882,4,33
1,1996,43,Labridae and serranidae+,0.0618820474769687,3,10
1,1996,24,Other small pelagic fish,0.0291057246571492,2,7
1,1996,17,Horse mackerels,0.982305130498765,4,33
1,1997,74,Non-commercial decapods,0.656643748669261,4,33
1,1997,61,Benthopelagic cephalopods,0.0707391615096927,4,33
1,1997,49,Transparent gobies,7.88547735059875e-05,2,8
1,1997,44,Flatfishes,0.0840304411577733,4,33
1,1997,64,Bivalves,0.0146754683302135,4,33
1,1997,53,No commercial small demersal fish,0.103599298706598,4,33
1,1997,35,Sparidae+,1.24605363909225,4,33
1,1997,65,Gastropods,0.00550124471005504,4,33
1,1997,37,Common two-banded seabream,0.00128207949060598,1,2
1,1997,63,Other benthic cephalopods,0.0700118959934219,4,33
1,1997,25,Benthopelagic fishes,1.40738703825256,4,33
1,1997,40,Scorpaenidae+,0.320679725124725,4,33
1,1997,27,Anglerfish,0.33741517727266,4,33
1,1997,29,European hake juv.,0.174378000772369,4,33
1,1997,50,Red mullet,0.00966310626615824,3,13
1,1997,51,Surmullet,0.00874114908094306,3,13
1,1997,60,Coastal benthic cephalopods,0.164495543559295,3,13
1,1997,46,No commercial medium demersal fish,0.0908799481141532,4,33
1,1997,34,Common pandora,0.0172232510775213,2,8
1,1997,77,Sea cucumbers,0.011005899697826,4,33
1,1997,19,European sardine adult,0.127765586166734,2,8
1,1997,16,Mackerels,0.0232816134954125,2,7
1,1997,43,Labridae and serranidae+,0.0364701893917738,3,13
1,1997,24,Other small pelagic fish,0.00823066959106325,2,8
1,1997,73,Other commercial decapods,0.0050618799042792,2,22
1,1997,59,Torpedos,0.0195790828682314,4,33
1,1997,17,Horse mackerels,0.256143067817794,4,33
1,1998,74,Non-commercial decapods,0.53041530466281,4,32
1,1998,61,Benthopelagic cephalopods,0.0436486291282752,4,32
1,1998,18,Other medium pelagic fishes,0.0405874910573467,1,2
1,1998,43,Labridae and serranidae+,0.137875261570807,3,13
1,1998,44,Flatfishes,0.220147157776409,4,32
1,1998,65,Gastropods,0.006462724723462,4,32
1,1998,35,Sparidae+,1.61851943643079,4,32
1,1998,53,No commercial small demersal fish,0.037961514121086,4,32
1,1998,28,European conger,0.0392282011114262,4,32
1,1998,37,Common two-banded seabream,0.0132079878064995,2,8
1,1998,46,No commercial medium demersal fish,0.0575487394637587,4,32
1,1998,63,Other benthic cephalopods,0.0885055403674553,4,32
1,1998,40,Scorpaenidae+,0.195536354651896,4,32
1,1998,27,Anglerfish,0.116929784865468,4,32
1,1998,29,European hake juv.,0.102630424583113,4,32
1,1998,64,Bivalves,0.210731545418666,4,32
1,1998,50,Red mullet,0.0235127753712043,3,13
1,1998,51,Surmullet,0.021871246759939,3,13
1,1998,60,Coastal benthic cephalopods,0.0940698194817023,3,13
1,1998,77,Sea cucumbers,0.0059934768074578,4,32
1,1998,45,Other commercial medium demersal fish,0.195227580254912,4,32
1,1998,58,Rays and skates,0.0309440184941091,3,13
1,1998,23,Round sardinella,0.00975463006864404,1,2
1,1998,55,Small-spotted catshark,0.0791573737157475,4,32
1,1998,24,Other small pelagic fish,0.0352230251158256,2,8
1,1998,59,Torpedos,0.0362890319121139,3,27
1,1998,17,Horse mackerels,0.301400890636162,4,32
1,1999,61,Benthopelagic cephalopods,0.114754160941241,4,39
1,1999,49,Transparent gobies,6.9246395024459e-05,2,11
1,1999,44,Flatfishes,0.120897632095705,4,39
1,1999,74,Non-commercial decapods,0.453837905624473,4,39
1,1999,53,No commercial small demersal fish,0.113422594193455,4,39
1,1999,35,Sparidae+,0.215278800831705,4,39
1,1999,28,European conger,0.0477144920306129,4,39
1,1999,65,Gastropods,0.00124505147864712,3,34
1,1999,63,Other benthic cephalopods,0.0326726185205162,4,39
1,1999,21,European anchovy juv.,0.00193770517342742,1,2
1,1999,40,Scorpaenidae+,0.120045136483892,4,39
1,1999,27,Anglerfish,0.0490527362733502,4,39
1,1999,29,European hake juv.,0.06208815930389,4,39
1,1999,64,Bivalves,0.0030203329592461,4,39
1,1999,50,Red mullet,0.01108625383957,3,16
1,1999,60,Coastal benthic cephalopods,0.0403708064638786,3,16
1,1999,46,No commercial medium demersal fish,0.0380103355485689,4,39
1,1999,43,Labridae and serranidae+,0.0420129249241796,3,16
1,1999,24,Other small pelagic fish,0.0691398006385058,3,16
1,1999,73,Other commercial decapods,0.00101535751087597,1,2
1,1999,17,Horse mackerels,0.170496595565307,4,39
1,2000,61,Benthopelagic cephalopods,0.149937252334667,4,38
1,2000,49,Transparent gobies,2.48095295706552e-05,2,8
1,2000,44,Flatfishes,0.109404557456413,4,38
1,2000,74,Non-commercial decapods,0.367965350341852,4,38
1,2000,64,Bivalves,0.0126424615373431,3,33
1,2000,65,Gastropods,0.00225406700661362,3,33
1,2000,53,No commercial small demersal fish,0.0301824573656703,4,38
1,2000,35,Sparidae+,0.81079067932531,4,38
1,2000,21,European anchovy juv.,0.0589865079487904,2,8
1,2000,29,European hake juv.,0.106767319224076,4,38
1,2000,50,Red mullet,0.0187895447741415,3,13
1,2000,60,Coastal benthic cephalopods,0.155949912139973,4,38
1,2000,34,Common pandora,0.0110420511436512,2,8
1,2000,58,Rays and skates,0.0235605483093441,4,38
1,2000,63,Other benthic cephalopods,0.0527465238284219,4,38
1,2000,19,European sardine adult,0.0721103408757421,2,8
1,2000,16,Mackerels,0.0264800612685198,2,8
1,2000,40,Scorpaenidae+,0.0888252150022313,4,38
1,2000,55,Small-spotted catshark,0.0327241554283427,4,38
1,2000,43,Labridae and serranidae+,0.04609771315595,3,13
1,2000,24,Other small pelagic fish,0.0414286590326707,2,8
1,2000,73,Other commercial decapods,0.00445042751260638,3,33
1,2000,46,No commercial medium demersal fish,0.065207942821341,4,38
1,2000,45,Other commercial medium demersal fish,0.161457533440714,4,38
1,2000,17,Horse mackerels,0.591329810751143,4,38
1,2001,61,Benthopelagic cephalopods,0.140323642615651,4,38
1,2001,49,Transparent gobies,2.46775150456539e-05,1,4
1,2001,44,Flatfishes,0.0928908470814035,4,38
1,2001,35,Sparidae+,4.47770194956483,4,38
1,2001,74,Non-commercial decapods,0.291931788565758,4,38
1,2001,53,No commercial small demersal fish,0.0650893309642503,4,38
1,2001,40,Scorpaenidae+,0.173810375957556,4,38
1,2001,28,European conger,0.056575532809937,4,38
1,2001,64,Bivalves,0.000417402205330208,4,38
1,2001,37,Common two-banded seabream,0.00433721823348083,1,4
1,2001,29,European hake juv.,0.129309556765614,4,38
1,2001,50,Red mullet,0.0343321841954344,3,15
1,2001,51,Surmullet,0.0145026133923758,4,38
1,2001,60,Coastal benthic cephalopods,0.336008550976907,3,15
1,2001,46,No commercial medium demersal fish,0.046518988671203,4,38
1,2001,34,Common pandora,0.0197079641163328,2,10
1,2001,77,Sea cucumbers,0.00357743475108815,4,38
1,2001,58,Rays and skates,0.0135741793482161,3,32
1,2001,55,Small-spotted catshark,0.054704027539059,4,38
1,2001,63,Other benthic cephalopods,0.0166227567573406,4,38
1,2001,43,Labridae and serranidae+,0.0428342379695902,3,15
1,2001,24,Other small pelagic fish,0.0572271311204146,3,15
1,2001,59,Torpedos,0.0679144439081993,3,33
1,2001,17,Horse mackerels,0.796068793419871,4,38
1,2001,65,Gastropods,0.000654004588985656,3,33
1,2001,45,Other commercial medium demersal fish,0.131743290202845,4,38
1,2002,64,Bivalves,0.081273564650348,4,44
1,2002,61,Benthopelagic cephalopods,0.0880022702561357,4,44
1,2002,18,Other medium pelagic fishes,0.0621093152902673,2,12
1,2002,74,Non-commercial decapods,0.376832941470618,4,44
1,2002,43,Labridae and serranidae+,0.0521822530158912,3,20
1,2002,44,Flatfishes,0.329597833807391,4,44
1,2002,65,Gastropods,0.00868719536794661,4,44
1,2002,53,No commercial small demersal fish,0.0357193302864917,4,44
1,2002,35,Sparidae+,5.45698531020893,4,44
1,2002,48,Mugilidae,0.0402459480938881,1,4
1,2002,28,European conger,0.062482400742646,4,44
1,2002,37,Common two-banded seabream,0.0410132840016526,2,12
1,2002,46,No commercial medium demersal fish,0.0426613907871313,4,44
1,2002,63,Other benthic cephalopods,0.0521171479681732,4,44
1,2002,27,Anglerfish,0.134345819883753,4,44
1,2002,73,Other commercial decapods,0.00217656884321546,2,12
1,2002,29,European hake juv.,0.144935944002094,4,44
1,2002,50,Red mullet,0.0264058697114948,3,20
1,2002,51,Surmullet,0.0442941468058419,4,44
1,2002,60,Coastal benthic cephalopods,0.246141635721319,3,20
1,2002,34,Common pandora,0.0321125558822355,2,12
1,2002,72,European lobster,0.00487731376069916,1,4
1,2002,77,Sea cucumbers,0.00529089245792999,4,44
1,2002,58,Rays and skates,0.0574804415114241,4,44
1,2002,19,European sardine adult,0.28375044619714,2,12
1,2002,40,Scorpaenidae+,0.193439974960637,4,44
1,2002,39,Red scorpionfish,0.0015395430249517,1,4
1,2002,55,Small-spotted catshark,0.281488108970361,4,44
1,2002,24,Other small pelagic fish,0.167035305744703,3,20
1,2002,59,Torpedos,0.0192315312524651,3,36
1,2002,17,Horse mackerels,0.365268077460899,4,44
1,2002,45,Other commercial medium demersal fish,0.156723302060225,4,44
1,2003,61,Benthopelagic cephalopods,0.166632333175796,4,47
1,2003,74,Non-commercial decapods,0.326828432803444,4,47
1,2003,45,Other commercial medium demersal fish,0.105878291150099,4,47
1,2003,44,Flatfishes,0.0579807284402124,4,47
1,2003,65,Gastropods,0.00212646027843038,3,41
1,2003,53,No commercial small demersal fish,0.0241377893579233,4,47
1,2003,35,Sparidae+,7.10090127459927,4,47
1,2003,46,No commercial medium demersal fish,0.0633918123703436,4,47
1,2003,40,Scorpaenidae+,0.165516996637531,4,47
1,2003,28,European conger,0.125486704087761,3,41
1,2003,37,Common two-banded seabream,0.00827631881605129,2,16
1,2003,21,European anchovy juv.,0.00938742479517572,2,16
1,2003,29,European hake juv.,0.111799916615684,4,47
1,2003,50,Red mullet,0.0190394646754721,3,22
1,2003,51,Surmullet,0.0167994475460329,4,47
1,2003,57,Other small demersal sharks,0.0899763737546634,2,29
1,2003,60,Coastal benthic cephalopods,0.160727324079725,4,47
1,2003,34,Common pandora,0.015264711725833,2,16
1,2003,58,Rays and skates,0.0370696601227884,4,47
1,2003,19,European sardine adult,3.70610964104346,3,41
1,2003,23,Round sardinella,0.012483889459211,2,16
1,2003,16,Mackerels,0.0346512418061515,4,47
1,2003,55,Small-spotted catshark,0.173615740145505,4,47
1,2003,63,Other benthic cephalopods,0.109283775960636,4,47
1,2003,43,Labridae and serranidae+,0.0151698588638116,4,47
1,2003,24,Other small pelagic fish,0.111452250444117,2,16
1,2003,73,Other commercial decapods,0.000367991015861435,2,16
1,2003,59,Torpedos,0.0151085464498693,3,35
1,2003,17,Horse mackerels,1.87798883204133,4,47
1,2004,61,Benthopelagic cephalopods,0.0481460815954566,4,43
1,2004,74,Non-commercial decapods,0.38755367844302,4,43
1,2004,49,Transparent gobies,0.00107864709731641,3,17
1,2004,44,Flatfishes,0.144054600157031,4,43
1,2004,53,No commercial small demersal fish,0.0264040939799014,4,43
1,2004,65,Gastropods,0.00417272118466678,4,43
1,2004,35,Sparidae+,5.3008696883338,4,43
1,2004,28,European conger,0.0432920309163937,4,43
1,2004,38,Common dentex,0.0936861213894036,1,4
1,2004,37,Common two-banded seabream,0.0399594336577758,2,9
1,2004,46,No commercial medium demersal fish,0.051189185593816,4,43
1,2004,63,Other benthic cephalopods,0.0905053430970881,4,43
1,2004,21,European anchovy juv.,0.0159431893771366,2,12
1,2004,40,Scorpaenidae+,0.143933298784796,4,43
1,2004,27,Anglerfish,0.129373035319151,4,43
1,2004,73,Other commercial decapods,0.000297112251284655,1,4
1,2004,29,European hake juv.,0.0497892440048773,4,43
1,2004,64,Bivalves,0.00664374474587679,4,43
1,2004,50,Red mullet,0.0522702192062013,3,17
1,2004,51,Surmullet,0.117560267524218,3,17
1,2004,58,Rays and skates,0.0954479884575867,3,38
1,2004,71,Norway lobster,0.0678898049348353,3,35
1,2004,60,Coastal benthic cephalopods,0.157051397018085,3,17
1,2004,34,Common pandora,0.0771452326184056,2,12
1,2004,77,Sea cucumbers,0.00885548736709473,4,43
1,2004,19,European sardine adult,0.135056477967513,2,12
1,2004,23,Round sardinella,0.00116605425320983,2,12
1,2004,16,Mackerels,0.541877250740046,3,17
1,2004,55,Small-spotted catshark,0.0962451882910733,4,43
1,2004,43,Labridae and serranidae+,0.0323062346704534,4,43
1,2004,18,Other medium pelagic fishes,0.0186875545115212,1,4
1,2004,24,Other small pelagic fish,0.101001184307925,2,12
1,2004,59,Torpedos,0.0142909821105974,4,43
1,2004,17,Horse mackerels,0.450006250802143,4,43
1,2004,45,Other commercial medium demersal fish,0.132303026481322,4,43
1,2005,61,Benthopelagic cephalopods,0.185777254864202,4,38
1,2005,44,Flatfishes,0.136870231729131,4,38
1,2005,53,No commercial small demersal fish,0.0244648344952719,4,38
1,2005,65,Gastropods,0.00367817732353272,3,32
1,2005,35,Sparidae+,1.87394085278054,4,38
1,2005,28,European conger,0.0416677092142603,4,38
1,2005,74,Non-commercial decapods,0.37031451046723,4,38
1,2005,37,Common two-banded seabream,0.0299393641101424,2,10
1,2005,63,Other benthic cephalopods,0.0758743166626664,4,38
1,2005,40,Scorpaenidae+,0.181899525813605,4,38
1,2005,27,Anglerfish,0.149808009654946,4,38
1,2005,29,European hake juv.,0.100331812676481,4,38
1,2005,50,Red mullet,0.0157724522472459,3,16
1,2005,51,Surmullet,0.00983128247106367,3,16
1,2005,60,Coastal benthic cephalopods,0.220353733416699,3,16
1,2005,46,No commercial medium demersal fish,0.064169492229488,4,38
1,2005,34,Common pandora,0.0397769805341235,2,10
1,2005,77,Sea cucumbers,0.00648853496306525,4,38
1,2005,58,Rays and skates,0.0605450532519451,4,38
1,2005,19,European sardine adult,16.7807224578337,2,10
1,2005,16,Mackerels,0.0551359174566996,2,10
1,2005,55,Small-spotted catshark,0.120330951327269,4,38
1,2005,43,Labridae and serranidae+,0.0301146795538997,3,16
1,2005,24,Other small pelagic fish,0.106692148266724,2,10
1,2005,17,Horse mackerels,0.698955407416413,4,38
1,2005,45,Other commercial medium demersal fish,0.140578517329434,4,38
1,2006,61,Benthopelagic cephalopods,0.122436875292425,4,42
1,2006,74,Non-commercial decapods,0.336196641367032,4,42
1,2006,44,Flatfishes,0.498844197590345,4,42
1,2006,65,Gastropods,0.00310461851649899,4,42
1,2006,35,Sparidae+,2.40017389241852,4,42
1,2006,53,No commercial small demersal fish,0.143358558215941,4,42
1,2006,46,No commercial medium demersal fish,0.113125488195572,4,42
1,2006,64,Bivalves,0.000468908127532935,4,42
1,2006,40,Scorpaenidae+,0.231457079756832,4,42
1,2006,28,European conger,0.0979907548774812,4,42
1,2006,43,Labridae and serranidae+,0.0912651374438438,4,42
1,2006,37,Common two-banded seabream,0.0184911147469565,2,11
1,2006,63,Other benthic cephalopods,0.229396461122949,4,42
1,2006,21,European anchovy juv.,0.431570627986274,2,11
1,2006,48,Mugilidae,0.016933935456105,1,4
1,2006,73,Other commercial decapods,0.000691427200858735,3,37
1,2006,29,European hake juv.,0.111280953825942,4,42
1,2006,50,Red mullet,0.121997324429106,3,16
1,2006,51,Surmullet,0.02904610108458,4,42
1,2006,60,Coastal benthic cephalopods,0.645031534567564,4,42
1,2006,34,Common pandora,0.0340582210779597,3,16
1,2006,77,Sea cucumbers,0.0137959760171725,4,42
1,2006,58,Rays and skates,0.126353115441535,4,42
1,2006,19,European sardine adult,0.0882533018236595,3,16
1,2006,16,Mackerels,0.140785170525651,4,42
1,2006,55,Small-spotted catshark,0.243545661579069,4,42
1,2006,24,Other small pelagic fish,0.100400057000732,2,11
1,2006,59,Torpedos,0.0422861888275118,4,42
1,2006,17,Horse mackerels,3.17488571049226,4,42
1,2006,32,Poor cod,0.000206370692315091,2,11
1,2006,45,Other commercial medium demersal fish,0.275458392226652,4,42
1,2007,61,Benthopelagic cephalopods,0.0705786329558703,4,37
1,2007,74,Non-commercial decapods,0.385027276276623,4,37
1,2007,64,Bivalves,0.0311465432715595,4,37
1,2007,44,Flatfishes,0.310850870264178,4,37
1,2007,63,Other benthic cephalopods,0.064061652081699,4,37
1,2007,65,Gastropods,0.00384169150901972,4,37
1,2007,53,No commercial small demersal fish,0.0980442050183206,4,37
1,2007,35,Sparidae+,3.21011610352025,4,37
1,2007,46,No commercial medium demersal fish,0.0554768801918326,4,37
1,2007,28,European conger,0.0936961604915476,4,37
1,2007,37,Common two-banded seabream,0.0327361061596994,2,11
1,2007,54,Bathydemersal (deep sea) fish,0.554445498966658,3,30
1,2007,25,Benthopelagic fishes,0.505487768431014,4,37
1,2007,40,Scorpaenidae+,0.247475768538765,4,37
1,2007,27,Anglerfish,0.176036960328754,4,37
1,2007,29,European hake juv.,0.116837349868764,4,37
1,2007,50,Red mullet,0.110539775279795,3,17
1,2007,51,Surmullet,0.0375840432596812,3,17
1,2007,60,Coastal benthic cephalopods,0.27924060274271,3,17
1,2007,34,Common pandora,0.0362103713320612,3,17
1,2007,77,Sea cucumbers,0.0201284904292712,4,37
1,2007,58,Rays and skates,0.121852321760362,4,37
1,2007,19,European sardine adult,0.0639192543304846,2,11
1,2007,16,Mackerels,0.00377820674690298,1,4
1,2007,55,Small-spotted catshark,0.226268514417845,4,37
1,2007,43,Labridae and serranidae+,0.114744122726106,3,17
1,2007,24,Other small pelagic fish,0.145778329143267,3,17
1,2007,45,Other commercial medium demersal fish,0.257294861929306,4,37
1,2007,17,Horse mackerels,5.66224168901574,4,37
1,2008,64,Bivalves,0.0145024439163394,4,35
1,2008,61,Benthopelagic cephalopods,0.0628815649545505,4,35
1,2008,44,Flatfishes,0.0619689132062442,4,35
1,2008,65,Gastropods,0.00245161769288555,4,35
1,2008,53,No commercial small demersal fish,0.198267704193179,4,35
1,2008,35,Sparidae+,3.50766867940416,4,35
1,2008,28,European conger,0.0792466811784971,4,35
1,2008,74,Non-commercial decapods,0.198207661811674,4,35
1,2008,37,Common two-banded seabream,0.0558894212843469,2,11
1,2008,46,No commercial medium demersal fish,0.0421360882671233,4,35
1,2008,63,Other benthic cephalopods,0.030811261220834,4,35
1,2008,40,Scorpaenidae+,0.159865760265123,4,35
1,2008,48,Mugilidae,0.0161229229538521,1,4
1,2008,27,Anglerfish,0.0657392986487019,4,35
1,2008,29,European hake juv.,0.142045578228459,4,35
1,2008,50,Red mullet,0.084742500591378,4,35
1,2008,51,Surmullet,0.0107196046241042,3,17
1,2008,60,Coastal benthic cephalopods,0.221269157861985,4,35
1,2008,34,Common pandora,0.0512458935971922,3,17
1,2008,77,Sea cucumbers,0.0128614790376029,4,35
1,2008,19,European sardine adult,0.109463094597026,3,17
1,2008,16,Mackerels,0.025530682054464,2,11
1,2008,55,Small-spotted catshark,0.0930273439169001,4,35
1,2008,43,Labridae and serranidae+,0.0503357118018662,3,17
1,2008,18,Other medium pelagic fishes,0.0016921087456518,1,4
1,2008,24,Other small pelagic fish,0.0717518847156062,2,11
1,2008,59,Torpedos,0.012350038731439,4,35
1,2008,17,Horse mackerels,4.51865411663699,4,35
1,2009,61,Benthopelagic cephalopods,0.108727535075784,4,31
1,2009,44,Flatfishes,1.83753620227615,4,31
1,2009,53,No commercial small demersal fish,0.13311280050828,4,31
1,2009,65,Gastropods,0.00201514194756521,4,31
1,2009,35,Sparidae+,5.66180388748211,4,31
1,2009,74,Non-commercial decapods,0.386041399876335,4,31
1,2009,40,Scorpaenidae+,0.172152074309422,4,31
1,2009,28,European conger,0.0797651958396478,4,31
1,2009,37,Common two-banded seabream,0.0388132502554618,2,9
1,2009,63,Other benthic cephalopods,0.0518686780660495,4,31
1,2009,27,Anglerfish,0.107236817484316,4,31
1,2009,29,European hake juv.,0.232440787684545,4,31
1,2009,50,Red mullet,0.0829127925526663,3,15
1,2009,51,Surmullet,0.0480789917569458,4,31
1,2009,60,Coastal benthic cephalopods,0.401422373461117,4,31
1,2009,46,No commercial medium demersal fish,0.0451204476394678,4,31
1,2009,34,Common pandora,0.498533808903664,2,9
1,2009,77,Sea cucumbers,0.0133157028215554,4,31
1,2009,19,European sardine adult,0.0518910361370791,2,9
1,2009,39,Red scorpionfish,0.00161232185191394,1,2
1,2009,55,Small-spotted catshark,0.0823204390251124,4,31
1,2009,43,Labridae and serranidae+,0.0866515118419937,4,31
1,2009,24,Other small pelagic fish,0.0627532377378278,2,9
1,2009,73,Other commercial decapods,0.000308035682329567,1,2
1,2009,59,Torpedos,0.0391387465721173,4,31
1,2009,17,Horse mackerels,13.4283708105706,4,31
1,2009,45,Other commercial medium demersal fish,0.122665182053533,3,25
1,2010,61,Benthopelagic cephalopods,0.0889856475680711,4,25
1,2010,74,Non-commercial decapods,0.145358140616204,4,25
1,2010,44,Flatfishes,0.0499587959707767,4,25
1,2010,65,Gastropods,0.00122637979477588,4,25
1,2010,53,No commercial small demersal fish,0.139965145366351,4,25
1,2010,35,Sparidae+,3.1282852330071,4,25
1,2010,28,European conger,0.061709963644818,4,25
1,2010,37,Common two-banded seabream,0.00882042014053417,2,9
1,2010,46,No commercial medium demersal fish,0.0314714003551639,4,25
1,2010,29,European hake juv.,0.249721406313128,4,25
1,2010,50,Red mullet,0.0457516538547771,3,13
1,2010,51,Surmullet,0.0125646970016997,4,25
1,2010,57,Other small demersal sharks,0.0850238817762411,2,15
1,2010,60,Coastal benthic cephalopods,0.150106854696284,3,13
1,2010,34,Common pandora,0.0807957034665698,2,9
1,2010,77,Sea cucumbers,0.00586760558903168,4,25
1,2010,64,Bivalves,0.00655044787704877,3,13
1,2010,40,Scorpaenidae+,0.106395987233759,4,25
1,2010,55,Small-spotted catshark,0.0109281125290921,4,25
1,2010,63,Other benthic cephalopods,0.0257818615434279,4,25
1,2010,43,Labridae and serranidae+,0.0211485856134011,3,13
1,2010,24,Other small pelagic fish,0.0551858744534297,3,13
1,2010,73,Other commercial decapods,0.000839316705079898,1,3
1,2010,59,Torpedos,0.00875408760620848,2,7
1,2010,17,Horse mackerels,11.8667731037097,4,25
1,2011,61,Benthopelagic cephalopods,0.129792660635269,4,28
1,2011,74,Non-commercial decapods,0.441643900934924,4,28
1,2011,65,Gastropods,0.00201654842341259,4,28
1,2011,44,Flatfishes,0.940768966963348,4,28
1,2011,63,Other benthic cephalopods,0.114745572648331,4,28
1,2011,35,Sparidae+,1.86439738298615,4,28
1,2011,53,No commercial small demersal fish,0.488791921610457,4,28
1,2011,46,No commercial medium demersal fish,0.0687146423576766,4,28
1,2011,28,European conger,0.0921493251624624,4,28
1,2011,37,Common two-banded seabream,0.0151955057271166,2,9
1,2011,11,Pelagic sharks,0.0367561184061833,1,3
1,2011,64,Bivalves,0.0629186341084026,4,28
1,2011,40,Scorpaenidae+,0.134791576657344,4,28
1,2011,29,European hake juv.,0.106193907063577,4,28
1,2011,50,Red mullet,0.0604481561225669,3,13
1,2011,51,Surmullet,0.0229767163408211,4,28
1,2011,60,Coastal benthic cephalopods,0.576749211073827,4,28
1,2011,34,Common pandora,0.12198142716327,3,24
1,2011,77,Sea cucumbers,0.0123809988954974,4,28
1,2011,58,Rays and skates,0.185969444539669,4,28
1,2011,39,Red scorpionfish,0.00132057112157227,2,9
1,2011,43,Labridae and serranidae+,0.0572162817838508,3,13
1,2011,24,Other small pelagic fish,0.0125073973248199,2,9
1,2011,73,Other commercial decapods,0.000379323895480832,1,3
1,2011,17,Horse mackerels,2.03777249158423,4,28
1,2012,74,Non-commercial decapods,0.428515649819495,4,31
1,2012,64,Bivalves,0.0411602375465788,4,31
1,2012,82,Other corals and gorgonians,0.0021534684791321,4,31
1,2012,61,Benthopelagic cephalopods,0.0889291169131625,4,31
1,2012,44,Flatfishes,1.02470831632832,4,31
1,2012,78,Other macro-benthos,0.0125931504621656,4,31
1,2012,65,Gastropods,0.00262720387981104,4,31
1,2012,53,No commercial small demersal fish,0.161824172358316,4,31
